Date,Value,Meat Type,Country,Value Category
2004-10-01,39.06,Bovine meat,Portugal,0-50
2004-11-01,190.2,Adult cattle,Ireland,150-200
2004-11-01,43.01,Bovine meat,Portugal,0-50
2004-11-01,29.62,Adult cattle,Portugal,0-50
2004-11-01,13.39,Calf and young cattle,Portugal,0-50
2004-12-01,165.5,Adult cattle,Ireland,150-200
2004-12-01,0.1,Calf and young cattle,Ireland,0-50
2004-12-01,28.09,Adult cattle,Portugal,0-50
2004-12-01,14.24,Calf and young cattle,Portugal,0-50
2004-12-01,42.33,Bovine meat,Portugal,0-50
2004-12-01,165.6,Bovine meat,Ireland,150-200
2005-01-01,84.71,Bovine meat,Ireland,50-100
2005-01-01,0.01,Calf and young cattle,Ireland,0-50
2005-01-01,12.84,Calf and young cattle,Portugal,0-50
2005-01-01,25.38,Adult cattle,Portugal,0-50
2005-01-01,38.22,Bovine meat,Portugal,0-50
2005-01-01,84.7,Adult cattle,Ireland,50-100
2005-02-01,0.03,Calf and young cattle,Ireland,0-50
2005-02-01,131.83,Bovine meat,Ireland,100-150
2005-02-01,131.8,Adult cattle,Ireland,100-150
2005-02-01,10.95,Calf and young cattle,Portugal,0-50
2005-02-01,22.87,Adult cattle,Portugal,0-50
2005-02-01,33.82,Bovine meat,Portugal,0-50
2005-03-01,139.06,Bovine meat,Ireland,100-150
2005-03-01,0.16,Calf and young cattle,Ireland,0-50
2005-03-01,26.06,Adult cattle,Portugal,0-50
2005-03-01,39.93,Bovine meat,Portugal,0-50
2005-03-01,13.87,Calf and young cattle,Portugal,0-50
2005-03-01,138.9,Adult cattle,Ireland,100-150
2005-04-01,129.81,Bovine meat,Ireland,100-150
2005-04-01,37.58,Bovine meat,Portugal,0-50
2005-04-01,0.11,Calf and young cattle,Ireland,0-50
2005-04-01,129.7,Adult cattle,Ireland,100-150
2005-04-01,12.02,Calf and young cattle,Portugal,0-50
2005-04-01,25.56,Adult cattle,Portugal,0-50
2005-05-01,133.03,Bovine meat,Ireland,100-150
2005-05-01,28.19,Adult cattle,Portugal,0-50
2005-05-01,132.9,Adult cattle,Ireland,100-150
2005-05-01,41.75,Bovine meat,Portugal,0-50
2005-05-01,13.56,Calf and young cattle,Portugal,0-50
2005-05-01,0.13,Calf and young cattle,Ireland,0-50
2005-06-01,135.7,Adult cattle,Ireland,100-150
2005-06-01,25.42,Adult cattle,Portugal,0-50
2005-06-01,0.14,Calf and young cattle,Ireland,0-50
2005-06-01,135.84,Bovine meat,Ireland,100-150
2005-06-01,12.68,Calf and young cattle,Portugal,0-50
2005-06-01,38.1,Bovine meat,Portugal,0-50
2005-07-01,26.7,Adult cattle,Portugal,0-50
2005-07-01,0.1,Calf and young cattle,Ireland,0-50
2005-07-01,126.7,Bovine meat,Ireland,100-150
2005-07-01,13.34,Calf and young cattle,Portugal,0-50
2005-07-01,126.6,Adult cattle,Ireland,100-150
2005-07-01,40.04,Bovine meat,Portugal,0-50
2005-08-01,17.57,Calf and young cattle,Portugal,0-50
2005-08-01,47.93,Bovine meat,Portugal,0-50
2005-08-01,150.5,Adult cattle,Ireland,150-200
2005-08-01,0.05,Calf and young cattle,Ireland,0-50
2005-08-01,30.36,Adult cattle,Portugal,0-50
2005-08-01,150.55,Bovine meat,Ireland,150-200
2005-09-01,25.97,Adult cattle,Portugal,0-50
2005-09-01,13.79,Calf and young cattle,Portugal,0-50
2005-09-01,169.84,Bovine meat,Ireland,150-200
2005-09-01,39.76,Bovine meat,Portugal,0-50
2005-09-01,0.04,Calf and young cattle,Ireland,0-50
2005-09-01,169.8,Adult cattle,Ireland,150-200
2005-10-01,26.92,Adult cattle,Portugal,0-50
2005-10-01,15.13,Calf and young cattle,Portugal,0-50
2005-10-01,152.1,Adult cattle,Ireland,150-200
2005-10-01,0.19,Calf and young cattle,Ireland,0-50
2005-10-01,152.29,Bovine meat,Ireland,150-200
2005-10-01,42.05,Bovine meat,Portugal,0-50
2005-11-01,41.42,Bovine meat,Portugal,0-50
2005-11-01,26.5,Adult cattle,Portugal,0-50
2005-11-01,0.12,Calf and young cattle,Ireland,0-50
2005-11-01,14.92,Calf and young cattle,Portugal,0-50
2005-11-01,185.0,Adult cattle,Ireland,150-200
2005-11-01,185.12,Bovine meat,Ireland,150-200
2005-12-01,40.33,Bovine meat,Portugal,0-50
2005-12-01,15.8,Calf and young cattle,Portugal,0-50
2005-12-01,24.53,Adult cattle,Portugal,0-50
2005-12-01,145.8,Adult cattle,Ireland,100-150
2005-12-01,0.12,Calf and young cattle,Ireland,0-50
2005-12-01,145.92,Bovine meat,Ireland,100-150
2006-01-01,40.02,Bovine meat,Portugal,0-50
2006-01-01,138.0,Adult cattle,Ireland,100-150
2006-01-01,14.82,Calf and young cattle,Portugal,0-50
2006-01-01,25.2,Adult cattle,Portugal,0-50
2006-02-01,12.24,Calf and young cattle,Portugal,0-50
2006-02-01,21.49,Adult cattle,Portugal,0-50
2006-02-01,33.73,Bovine meat,Portugal,0-50
2006-02-01,137.8,Bovine meat,Ireland,100-150
2006-02-01,137.7,Adult cattle,Ireland,100-150
2006-02-01,0.1,Calf and young cattle,Ireland,0-50
2006-03-01,159.4,Bovine meat,Ireland,150-200
2006-03-01,0.1,Calf and young cattle,Ireland,0-50
2006-03-01,159.3,Adult cattle,Ireland,150-200
2006-03-01,24.75,Adult cattle,Portugal,0-50
2006-03-01,14.01,Calf and young cattle,Portugal,0-50
2006-03-01,38.76,Bovine meat,Portugal,0-50
2006-04-01,22.11,Adult cattle,Portugal,0-50
2006-04-01,35.45,Bovine meat,Portugal,0-50
2006-04-01,134.7,Bovine meat,Ireland,100-150
2006-04-01,13.34,Calf and young cattle,Portugal,0-50
2006-05-01,148.3,Bovine meat,Ireland,100-150
2006-05-01,26.98,Adult cattle,Portugal,0-50
2006-05-01,41.06,Bovine meat,Portugal,0-50
2006-05-01,14.08,Calf and young cattle,Portugal,0-50
2006-06-01,138.6,Bovine meat,Ireland,100-150
2006-06-01,11.97,Calf and young cattle,Portugal,0-50
2006-06-01,24.1,Adult cattle,Portugal,0-50
2006-06-01,36.07,Bovine meat,Portugal,0-50
2006-07-01,137.1,Adult cattle,Ireland,100-150
2006-07-01,39.1,Bovine meat,Portugal,0-50
2006-07-01,9.22,Calf and young cattle,Portugal,0-50
2006-07-01,29.88,Adult cattle,Portugal,0-50
2006-08-01,10.85,Calf and young cattle,Portugal,0-50
2006-08-01,146.4,Adult cattle,Ireland,100-150
2006-08-01,39.62,Bovine meat,Portugal,0-50
2006-08-01,28.77,Adult cattle,Portugal,0-50
2006-09-01,8.45,Calf and young cattle,Portugal,0-50
2006-09-01,24.21,Adult cattle,Portugal,0-50
2006-09-01,32.66,Bovine meat,Portugal,0-50
2006-09-01,165.0,Bovine meat,Ireland,150-200
2006-10-01,9.24,Calf and young cattle,Portugal,0-50
2006-10-01,27.55,Adult cattle,Portugal,0-50
2006-10-01,36.79,Bovine meat,Portugal,0-50
2006-10-01,166.5,Bovine meat,Ireland,150-200
2006-11-01,178.6,Bovine meat,Ireland,150-200
2006-11-01,24.37,Adult cattle,Portugal,0-50
2006-11-01,8.41,Calf and young cattle,Portugal,0-50
2006-11-01,32.78,Bovine meat,Portugal,0-50
2006-12-01,23.11,Adult cattle,Portugal,0-50
2006-12-01,122.8,Bovine meat,Ireland,100-150
2006-12-01,33.2,Bovine meat,Portugal,0-50
2006-12-01,10.09,Calf and young cattle,Portugal,0-50
2007-01-01,153.5,Adult cattle,Ireland,150-200
2007-01-01,8.46,Calf and young cattle,Portugal,0-50
2007-01-01,23.85,Adult cattle,Portugal,0-50
2007-01-01,32.31,Bovine meat,Portugal,0-50
2007-02-01,143.3,Adult cattle,Ireland,100-150
2007-02-01,20.66,Adult cattle,Portugal,0-50
2007-02-01,6.76,Calf and young cattle,Portugal,0-50
2007-02-01,27.42,Bovine meat,Portugal,0-50
2007-03-01,143.5,Bovine meat,Ireland,100-150
2007-03-01,28.66,Bovine meat,Portugal,0-50
2007-03-01,6.8,Calf and young cattle,Portugal,0-50
2007-03-01,21.86,Adult cattle,Portugal,0-50
2007-04-01,143.8,Adult cattle,Ireland,100-150
2007-04-01,7.96,Calf and young cattle,Portugal,0-50
2007-04-01,32.34,Bovine meat,Portugal,0-50
2007-04-01,24.37,Adult cattle,Portugal,0-50
2007-05-01,32.3,Bovine meat,Portugal,0-50
2007-05-01,146.9,Adult cattle,Ireland,100-150
2007-05-01,6.89,Calf and young cattle,Portugal,0-50
2007-05-01,25.42,Adult cattle,Portugal,0-50
2007-06-01,22.22,Adult cattle,Portugal,0-50
2007-06-01,6.62,Calf and young cattle,Portugal,0-50
2007-06-01,122.8,Adult cattle,Ireland,100-150
2007-06-01,28.84,Bovine meat,Portugal,0-50
2007-07-01,137.0,Bovine meat,Ireland,100-150
2007-07-01,25.92,Adult cattle,Portugal,0-50
2007-07-01,8.37,Calf and young cattle,Portugal,0-50
2007-07-01,34.29,Bovine meat,Portugal,0-50
2007-08-01,151.9,Bovine meat,Ireland,150-200
2007-08-01,34.37,Bovine meat,Portugal,0-50
2007-08-01,8.23,Calf and young cattle,Portugal,0-50
2007-08-01,26.13,Adult cattle,Portugal,0-50
2007-09-01,152.1,Adult cattle,Ireland,150-200
2007-09-01,6.8,Calf and young cattle,Portugal,0-50
2007-09-01,20.28,Adult cattle,Portugal,0-50
2007-09-01,27.08,Bovine meat,Portugal,0-50
2007-10-01,33.84,Bovine meat,Portugal,0-50
2007-10-01,175.3,Adult cattle,Ireland,150-200
2007-10-01,8.66,Calf and young cattle,Portugal,0-50
2007-10-01,25.18,Adult cattle,Portugal,0-50
2007-11-01,182.5,Bovine meat,Ireland,150-200
2007-11-01,29.76,Bovine meat,Portugal,0-50
2007-11-01,7.08,Calf and young cattle,Portugal,0-50
2007-11-01,22.68,Adult cattle,Portugal,0-50
2007-12-01,33.63,Bovine meat,Portugal,0-50
2007-12-01,118.0,Bovine meat,Ireland,100-150
2007-12-01,24.67,Adult cattle,Portugal,0-50
2007-12-01,8.96,Calf and young cattle,Portugal,0-50
2008-01-01,25.25,Adult cattle,Portugal,0-50
2008-01-01,0.04,Calf and young cattle,Ireland,0-50
2008-01-01,137.16,Bovine meat,Ireland,100-150
2008-01-01,137.12,Adult cattle,Ireland,100-150
2008-01-01,7.25,Calf and young cattle,Portugal,0-50
2008-01-01,32.5,Bovine meat,Portugal,0-50
2008-02-01,22.4,Adult cattle,Portugal,0-50
2008-02-01,28.86,Bovine meat,Portugal,0-50
2008-02-01,6.46,Calf and young cattle,Portugal,0-50
2008-02-01,0.01,Calf and young cattle,Ireland,0-50
2008-02-01,134.53,Bovine meat,Ireland,100-150
2008-02-01,134.52,Adult cattle,Ireland,100-150
2008-03-01,7.63,Calf and young cattle,Portugal,0-50
2008-03-01,32.56,Bovine meat,Portugal,0-50
2008-03-01,123.68,Bovine meat,Ireland,100-150
2008-03-01,0.03,Calf and young cattle,Ireland,0-50
2008-03-01,123.65,Adult cattle,Ireland,100-150
2008-03-01,24.93,Adult cattle,Portugal,0-50
2008-04-01,7.2,Calf and young cattle,Portugal,0-50
2008-04-01,0.06,Calf and young cattle,Ireland,0-50
2008-04-01,139.74,Bovine meat,Ireland,100-150
2008-04-01,33.82,Bovine meat,Portugal,0-50
2008-04-01,26.62,Adult cattle,Portugal,0-50
2008-04-01,139.68,Adult cattle,Ireland,100-150
2008-05-01,27.12,Adult cattle,Portugal,0-50
2008-05-01,34.76,Bovine meat,Portugal,0-50
2008-05-01,7.65,Calf and young cattle,Portugal,0-50
2008-05-01,0.02,Calf and young cattle,Ireland,0-50
2008-05-01,126.85,Bovine meat,Ireland,100-150
2008-05-01,126.83,Adult cattle,Ireland,100-150
2008-06-01,8.76,Calf and young cattle,Portugal,0-50
2008-06-01,27.91,Adult cattle,Portugal,0-50
2008-06-01,36.66,Bovine meat,Portugal,0-50
2008-06-01,126.25,Bovine meat,Ireland,100-150
2008-06-01,126.22,Adult cattle,Ireland,100-150
2008-06-01,0.03,Calf and young cattle,Ireland,0-50
2008-07-01,13.85,Calf and young cattle,Portugal,0-50
2008-07-01,40.94,Bovine meat,Portugal,0-50
2008-07-01,27.1,Adult cattle,Portugal,0-50
2008-07-01,140.39,Adult cattle,Ireland,100-150
2008-07-01,140.42,Bovine meat,Ireland,100-150
2008-07-01,0.03,Calf and young cattle,Ireland,0-50
2008-08-01,15.68,Calf and young cattle,Portugal,0-50
2008-08-01,25.53,Adult cattle,Portugal,0-50
2008-08-01,41.21,Bovine meat,Portugal,0-50
2008-08-01,140.62,Bovine meat,Ireland,100-150
2008-08-01,140.49,Adult cattle,Ireland,100-150
2008-08-01,0.13,Calf and young cattle,Ireland,0-50
2008-09-01,164.24,Bovine meat,Ireland,150-200
2008-09-01,164.07,Adult cattle,Ireland,150-200
2008-09-01,0.17,Calf and young cattle,Ireland,0-50
2008-09-01,16.69,Calf and young cattle,Portugal,0-50
2008-09-01,25.7,Adult cattle,Portugal,0-50
2008-09-01,42.39,Bovine meat,Portugal,0-50
2008-10-01,41.95,Bovine meat,Portugal,0-50
2008-10-01,176.62,Bovine meat,Ireland,150-200
2008-10-01,176.38,Adult cattle,Ireland,150-200
2008-10-01,0.24,Calf and young cattle,Ireland,0-50
2008-10-01,16.9,Calf and young cattle,Portugal,0-50
2008-10-01,25.05,Adult cattle,Portugal,0-50
2008-11-01,0.16,Calf and young cattle,Ireland,0-50
2008-11-01,134.24,Adult cattle,Ireland,100-150
2008-11-01,134.39,Bovine meat,Ireland,100-150
2008-11-01,38.74,Bovine meat,Portugal,0-50
2008-11-01,23.27,Adult cattle,Portugal,0-50
2008-11-01,15.48,Calf and young cattle,Portugal,0-50
2008-12-01,0.21,Calf and young cattle,Ireland,0-50
2008-12-01,120.46,Bovine meat,Ireland,100-150
2008-12-01,120.25,Adult cattle,Ireland,100-150
2008-12-01,25.15,Adult cattle,Portugal,0-50
2008-12-01,45.03,Bovine meat,Portugal,0-50
2008-12-01,19.88,Calf and young cattle,Portugal,0-50
2009-01-01,0.16,Young cattle,Ireland,0-50
2009-01-01,113.83,Adult cattle,Ireland,100-150
2009-01-01,0.07,Calf,Ireland,0-50
2009-01-01,0.23,Calf and young cattle,Ireland,0-50
2009-01-01,35.18,Bovine meat,Portugal,0-50
2009-01-01,22.99,Adult cattle,Portugal,0-50
2009-01-01,12.18,Calf and young cattle,Portugal,0-50
2009-01-01,4.98,Calf,Portugal,0-50
2009-01-01,7.21,Young cattle,Portugal,0-50
2009-01-01,114.05,Bovine meat,Ireland,100-150
2009-02-01,6.75,Young cattle,Portugal,0-50
2009-02-01,32.6,Bovine meat,Portugal,0-50
2009-02-01,21.45,Adult cattle,Portugal,0-50
2009-02-01,124.04,Adult cattle,Ireland,100-150
2009-02-01,0.06,Calf,Ireland,0-50
2009-02-01,124.53,Bovine meat,Ireland,100-150
2009-02-01,0.49,Calf and young cattle,Ireland,0-50
2009-02-01,0.44,Young cattle,Ireland,0-50
2009-02-01,11.15,Calf and young cattle,Portugal,0-50
2009-02-01,4.4,Calf,Portugal,0-50
2009-03-01,37.27,Bovine meat,Portugal,0-50
2009-03-01,0.3,Young cattle,Ireland,0-50
2009-03-01,0.35,Calf and young cattle,Ireland,0-50
2009-03-01,0.05,Calf,Ireland,0-50
2009-03-01,125.84,Bovine meat,Ireland,100-150
2009-03-01,12.69,Calf and young cattle,Portugal,0-50
2009-03-01,6.73,Young cattle,Portugal,0-50
2009-03-01,24.58,Adult cattle,Portugal,0-50
2009-03-01,125.49,Adult cattle,Ireland,100-150
2009-03-01,5.96,Calf,Portugal,0-50
2009-04-01,0.02,Young cattle,Ireland,0-50
2009-04-01,0.08,Calf,Ireland,0-50
2009-04-01,0.09,Calf and young cattle,Ireland,0-50
2009-04-01,25.28,Adult cattle,Portugal,0-50
2009-04-01,38.14,Bovine meat,Portugal,0-50
2009-04-01,5.73,Calf,Portugal,0-50
2009-04-01,7.13,Young cattle,Portugal,0-50
2009-04-01,12.86,Calf and young cattle,Portugal,0-50
2009-04-01,127.38,Adult cattle,Ireland,100-150
2009-04-01,127.48,Bovine meat,Ireland,100-150
2009-05-01,35.67,Bovine meat,Portugal,0-50
2009-05-01,5.74,Young cattle,Portugal,0-50
2009-05-01,5.65,Calf,Portugal,0-50
2009-05-01,0.12,Calf and young cattle,Ireland,0-50
2009-05-01,0.1,Calf,Ireland,0-50
2009-05-01,0.02,Young cattle,Ireland,0-50
2009-05-01,24.29,Adult cattle,Portugal,0-50
2009-05-01,123.34,Bovine meat,Ireland,100-150
2009-05-01,123.21,Adult cattle,Ireland,100-150
2009-05-01,11.39,Calf and young cattle,Portugal,0-50
2009-06-01,118.98,Adult cattle,Ireland,100-150
2009-06-01,37.81,Bovine meat,Portugal,0-50
2009-06-01,12.26,Calf and young cattle,Portugal,0-50
2009-06-01,6.31,Young cattle,Portugal,0-50
2009-06-01,5.94,Calf,Portugal,0-50
2009-06-01,25.55,Adult cattle,Portugal,0-50
2009-06-01,0.06,Calf and young cattle,Ireland,0-50
2009-06-01,119.04,Bovine meat,Ireland,100-150
2009-07-01,0.04,Calf,Ireland,0-50
2009-07-01,138.11,Bovine meat,Ireland,100-150
2009-07-01,138.07,Adult cattle,Ireland,100-150
2009-07-01,7.44,Calf,Portugal,0-50
2009-07-01,12.14,Calf and young cattle,Portugal,0-50
2009-07-01,4.7,Young cattle,Portugal,0-50
2009-07-01,40.65,Bovine meat,Portugal,0-50
2009-07-01,28.51,Adult cattle,Portugal,0-50
2009-08-01,8.05,Calf,Portugal,0-50
2009-08-01,13.04,Calf and young cattle,Portugal,0-50
2009-08-01,27.29,Adult cattle,Portugal,0-50
2009-08-01,40.33,Bovine meat,Portugal,0-50
2009-08-01,5.0,Young cattle,Portugal,0-50
2009-08-01,130.22,Adult cattle,Ireland,100-150
2009-08-01,0.04,Calf,Ireland,0-50
2009-08-01,130.6,Bovine meat,Ireland,100-150
2009-08-01,0.38,Calf and young cattle,Ireland,0-50
2009-08-01,0.34,Young cattle,Ireland,0-50
2009-09-01,0.06,Calf,Ireland,0-50
2009-09-01,157.33,Bovine meat,Ireland,150-200
2009-09-01,4.56,Young cattle,Portugal,0-50
2009-09-01,0.48,Calf and young cattle,Ireland,0-50
2009-09-01,7.64,Calf,Portugal,0-50
2009-09-01,12.2,Calf and young cattle,Portugal,0-50
2009-09-01,36.52,Bovine meat,Portugal,0-50
2009-09-01,156.85,Adult cattle,Ireland,150-200
2009-09-01,0.42,Young cattle,Ireland,0-50
2009-09-01,24.32,Adult cattle,Portugal,0-50
2009-10-01,0.34,Young cattle,Ireland,0-50
2009-10-01,4.86,Young cattle,Portugal,0-50
2009-10-01,0.41,Calf and young cattle,Ireland,0-50
2009-10-01,7.65,Calf,Portugal,0-50
2009-10-01,0.07,Calf,Ireland,0-50
2009-10-01,12.5,Calf and young cattle,Portugal,0-50
2009-10-01,35.4,Bovine meat,Portugal,0-50
2009-10-01,22.9,Adult cattle,Portugal,0-50
2009-10-01,150.56,Bovine meat,Ireland,150-200
2009-10-01,150.15,Adult cattle,Ireland,150-200
2009-11-01,157.23,Adult cattle,Ireland,150-200
2009-11-01,0.02,Calf,Ireland,0-50
2009-11-01,0.33,Calf and young cattle,Ireland,0-50
2009-11-01,0.31,Young cattle,Ireland,0-50
2009-11-01,37.07,Bovine meat,Portugal,0-50
2009-11-01,7.49,Calf,Portugal,0-50
2009-11-01,5.75,Young cattle,Portugal,0-50
2009-11-01,13.24,Calf and young cattle,Portugal,0-50
2009-11-01,157.56,Bovine meat,Ireland,150-200
2009-11-01,23.83,Adult cattle,Portugal,0-50
2009-12-01,37.93,Bovine meat,Portugal,0-50
2009-12-01,8.06,Young cattle,Portugal,0-50
2009-12-01,0.3,Young cattle,Ireland,0-50
2009-12-01,22.01,Adult cattle,Portugal,0-50
2009-12-01,0.39,Calf and young cattle,Ireland,0-50
2009-12-01,15.91,Calf and young cattle,Portugal,0-50
2009-12-01,0.09,Calf,Ireland,0-50
2009-12-01,7.86,Calf,Portugal,0-50
2009-12-01,131.96,Bovine meat,Ireland,100-150
2009-12-01,131.57,Adult cattle,Ireland,100-150
2010-01-01,11.57,Calf and young cattle,Portugal,0-50
2010-01-01,0.02,Calf,Ireland,0-50
2010-01-01,4.84,Calf,Portugal,0-50
2010-01-01,0.28,Calf and young cattle,Ireland,0-50
2010-01-01,125.97,Bovine meat,Ireland,100-150
2010-01-01,125.69,Adult cattle,Ireland,100-150
2010-01-01,20.42,Adult cattle,Portugal,0-50
2010-01-01,0.26,Young cattle,Ireland,0-50
2010-01-01,6.72,Young cattle,Portugal,0-50
2010-01-01,31.98,Bovine meat,Portugal,0-50
2010-02-01,6.25,Young cattle,Portugal,0-50
2010-02-01,0.87,Calf and young cattle,Ireland,0-50
2010-02-01,0.6,Calf,Ireland,0-50
2010-02-01,0.28,Young cattle,Ireland,0-50
2010-02-01,29.36,Bovine meat,Portugal,0-50
2010-02-01,3.76,Calf,Portugal,0-50
2010-02-01,19.35,Adult cattle,Portugal,0-50
2010-02-01,10.0,Calf and young cattle,Portugal,0-50
2010-02-01,140.8,Bovine meat,Ireland,100-150
2010-02-01,139.93,Adult cattle,Ireland,100-150
2010-03-01,37.62,Bovine meat,Portugal,0-50
2010-03-01,6.55,Young cattle,Portugal,0-50
2010-03-01,161.05,Bovine meat,Ireland,150-200
2010-03-01,0.36,Young cattle,Ireland,0-50
2010-03-01,5.27,Calf,Portugal,0-50
2010-03-01,159.01,Adult cattle,Ireland,150-200
2010-03-01,1.68,Calf,Ireland,0-50
2010-03-01,25.8,Adult cattle,Portugal,0-50
2010-03-01,2.04,Calf and young cattle,Ireland,0-50
2010-03-01,11.82,Calf and young cattle,Portugal,0-50
2010-04-01,0.66,Calf and young cattle,Ireland,0-50
2010-04-01,5.07,Young cattle,Portugal,0-50
2010-04-01,8.64,Calf and young cattle,Portugal,0-50
2010-04-01,138.62,Adult cattle,Ireland,100-150
2010-04-01,21.06,Adult cattle,Portugal,0-50
2010-04-01,29.71,Bovine meat,Portugal,0-50
2010-04-01,3.57,Calf,Portugal,0-50
2010-04-01,0.49,Calf,Ireland,0-50
2010-04-01,139.28,Bovine meat,Ireland,100-150
2010-04-01,0.17,Young cattle,Ireland,0-50
2010-05-01,4.39,Calf,Portugal,0-50
2010-05-01,0.32,Calf and young cattle,Ireland,0-50
2010-05-01,134.55,Adult cattle,Ireland,100-150
2010-05-01,0.17,Calf,Ireland,0-50
2010-05-01,134.87,Bovine meat,Ireland,100-150
2010-05-01,33.63,Bovine meat,Portugal,0-50
2010-05-01,0.16,Young cattle,Ireland,0-50
2010-05-01,24.42,Adult cattle,Portugal,0-50
2010-05-01,9.21,Calf and young cattle,Portugal,0-50
2010-05-01,4.82,Young cattle,Portugal,0-50
2010-06-01,22.68,Adult cattle,Portugal,0-50
2010-06-01,8.87,Calf and young cattle,Portugal,0-50
2010-06-01,140.06,Bovine meat,Ireland,100-150
2010-06-01,0.19,Calf and young cattle,Ireland,0-50
2010-06-01,0.18,Young cattle,Ireland,0-50
2010-06-01,139.87,Adult cattle,Ireland,100-150
2010-06-01,0.01,Calf,Ireland,0-50
2010-06-01,4.32,Calf,Portugal,0-50
2010-06-01,4.56,Young cattle,Portugal,0-50
2010-06-01,31.56,Bovine meat,Portugal,0-50
2010-07-01,0.15,Calf and young cattle,Ireland,0-50
2010-07-01,134.74,Bovine meat,Ireland,100-150
2010-07-01,33.11,Bovine meat,Portugal,0-50
2010-07-01,4.62,Young cattle,Portugal,0-50
2010-07-01,9.8,Calf and young cattle,Portugal,0-50
2010-07-01,23.31,Adult cattle,Portugal,0-50
2010-07-01,5.18,Calf,Portugal,0-50
2010-07-01,0.01,Calf,Ireland,0-50
2010-07-01,134.59,Adult cattle,Ireland,100-150
2010-08-01,11.83,Calf and young cattle,Portugal,0-50
2010-08-01,4.96,Young cattle,Portugal,0-50
2010-08-01,136.74,Adult cattle,Ireland,100-150
2010-08-01,0.28,Young cattle,Ireland,0-50
2010-08-01,0.01,Calf,Ireland,0-50
2010-08-01,36.76,Bovine meat,Portugal,0-50
2010-08-01,6.87,Calf,Portugal,0-50
2010-08-01,0.29,Calf and young cattle,Ireland,0-50
2010-08-01,24.94,Adult cattle,Portugal,0-50
2010-08-01,137.03,Bovine meat,Ireland,100-150
2010-09-01,159.92,Adult cattle,Ireland,150-200
2010-09-01,0.39,Calf and young cattle,Ireland,0-50
2010-09-01,0.38,Young cattle,Ireland,0-50
2010-09-01,160.31,Bovine meat,Ireland,150-200
2010-09-01,0.02,Calf,Ireland,0-50
2010-09-01,6.65,Calf,Portugal,0-50
2010-09-01,33.18,Bovine meat,Portugal,0-50
2010-09-01,4.39,Young cattle,Portugal,0-50
2010-09-01,11.04,Calf and young cattle,Portugal,0-50
2010-09-01,22.15,Adult cattle,Portugal,0-50
2010-10-01,147.63,Adult cattle,Ireland,100-150
2010-10-01,0.43,Calf and young cattle,Ireland,0-50
2010-10-01,0.27,Young cattle,Ireland,0-50
2010-10-01,148.06,Bovine meat,Ireland,100-150
2010-10-01,0.16,Calf,Ireland,0-50
2010-10-01,6.96,Calf,Portugal,0-50
2010-10-01,34.08,Bovine meat,Portugal,0-50
2010-10-01,4.64,Young cattle,Portugal,0-50
2010-10-01,11.6,Calf and young cattle,Portugal,0-50
2010-10-01,22.48,Adult cattle,Portugal,0-50
2010-11-01,37.3,Bovine meat,Portugal,0-50
2010-11-01,5.61,Young cattle,Portugal,0-50
2010-11-01,24.46,Adult cattle,Portugal,0-50
2010-11-01,12.84,Calf and young cattle,Portugal,0-50
2010-11-01,7.23,Calf,Portugal,0-50
2010-11-01,0.09,Calf,Ireland,0-50
2010-11-01,0.36,Calf and young cattle,Ireland,0-50
2010-11-01,165.74,Adult cattle,Ireland,150-200
2010-11-01,0.27,Young cattle,Ireland,0-50
2010-11-01,166.09,Bovine meat,Ireland,150-200
2010-12-01,7.28,Young cattle,Portugal,0-50
2010-12-01,14.29,Calf and young cattle,Portugal,0-50
2010-12-01,22.11,Adult cattle,Portugal,0-50
2010-12-01,36.4,Bovine meat,Portugal,0-50
2010-12-01,7.01,Calf,Portugal,0-50
2010-12-01,0.01,Calf,Ireland,0-50
2010-12-01,128.16,Bovine meat,Ireland,100-150
2010-12-01,127.65,Adult cattle,Ireland,100-150
2010-12-01,0.51,Calf and young cattle,Ireland,0-50
2010-12-01,0.5,Young cattle,Ireland,0-50
2011-01-01,120.86,Bovine meat,Ireland,100-150
2011-01-01,0.48,Young cattle,Ireland,0-50
2011-01-01,0.5,Calf and young cattle,Ireland,0-50
2011-01-01,0.02,Calf,Ireland,0-50
2011-01-01,120.36,Adult cattle,Ireland,100-150
2011-01-01,20.29,Adult cattle,Portugal,0-50
2011-01-01,4.8,Calf,Portugal,0-50
2011-01-01,11.48,Calf and young cattle,Portugal,0-50
2011-01-01,6.68,Young cattle,Portugal,0-50
2011-01-01,31.78,Bovine meat,Portugal,0-50
2011-02-01,18.24,Adult cattle,Portugal,0-50
2011-02-01,10.53,Calf and young cattle,Portugal,0-50
2011-02-01,3.89,Calf,Portugal,0-50
2011-02-01,6.64,Young cattle,Portugal,0-50
2011-02-01,28.77,Bovine meat,Portugal,0-50
2011-02-01,127.44,Bovine meat,Ireland,100-150
2011-02-01,0.6,Young cattle,Ireland,0-50
2011-02-01,0.71,Calf,Ireland,0-50
2011-02-01,1.31,Calf and young cattle,Ireland,0-50
2011-02-01,126.13,Adult cattle,Ireland,100-150
2011-03-01,10.45,Calf and young cattle,Portugal,0-50
2011-03-01,148.32,Bovine meat,Ireland,100-150
2011-03-01,0.49,Young cattle,Ireland,0-50
2011-03-01,20.49,Adult cattle,Portugal,0-50
2011-03-01,4.23,Calf,Portugal,0-50
